locationID,entryDate,maxTemp,minTemp,daylightDuration,sunlightDuration,rainInches,snowInches,precipitationHours,windGusts,averageTemp,cloudCover,averageWindSpeed,averageHumidity
0,2025-01-01,50.9,42.4,33678.68,22668.18,0.528,0.000,5.0,44.5,47.5,48,15.4,84
0,2025-01-02,42.6,33.4,33723.75,30939.47,0.000,0.000,0.0,45.6,38.5,18,18.6,55
0,2025-01-03,38.1,29.4,33772.30,27336.55,0.000,0.000,0.0,34.4,33.9,33,14.3,56
0,2025-01-04,35.2,29.1,33824.30,25561.31,0.000,0.000,0.0,45.0,31.1,54,16.6,55
0,2025-01-05,33.0,26.2,33879.67,32610.81,0.000,0.000,0.0,39.4,28.7,18,16.3,49
0,2025-01-06,30.2,28.3,33938.37,0.00,0.000,0.772,8.0,22.8,29.0,98,7.7,69
0,2025-01-07,30.0,19.0,34000.48,29977.86,0.000,0.083,3.0,50.8,24.9,66,19.4,65
0,2025-01-08,29.4,23.5,34066.68,29123.22,0.000,0.000,0.0,45.4,26.6,46,20.1,49
0,2025-01-09,30.7,21.0,34136.97,33129.19,0.000,0.000,0.0,47.9,24.8,33,21.7,51
0,2025-01-10,38.3,26.6,34211.17,30879.16,0.000,0.000,0.0,45.0,30.7,46,15.9,55
0,2025-01-11,33.1,27.3,34289.13,14400.00,0.000,0.579,5.0,31.1,30.7,86,8.5,68
0,2025-01-12,39.9,29.8,34370.69,33627.23,0.000,0.000,0.0,30.2,33.7,23,10.9,63
0,2025-01-13,43.4,29.9,34455.70,31042.81,0.000,0.000,0.0,28.9,35.3,48,8.8,64
0,2025-01-14,36.1,25.3,34543.98,33978.61,0.000,0.000,0.0,38.9,30.6,8,13.7,51
0,2025-01-15,31.5,23.3,34635.38,34071.92,0.000,0.000,0.0,43.8,27.2,34,16.9,48
0,2025-01-16,31.9,22.8,34729.75,20318.05,0.000,0.055,2.0,23.9,27.6,67,8.7,53
0,2025-01-17,41.7,27.1,34826.94,32940.81,0.000,0.083,2.0,18.8,31.5,33,7.7,64
0,2025-01-18,44.5,31.7,34926.79,121.84,0.035,0.000,5.0,28.2,38.0,76,9.7,74
0,2025-01-19,42.9,32.9,35029.16,0.00,0.016,0.220,3.0,25.3,36.8,62,8.7,90
0,2025-01-20,31.4,18.1,35133.88,34579.56,0.000,1.378,4.0,34.0,23.4,37,14.5,67
0,2025-01-21,19.0,11.1,35240.82,26009.73,0.000,0.028,1.0,23.7,15.2,68,9.7,57
0,2025-01-22,19.9,12.8,35349.84,34782.46,0.000,0.138,5.0,23.9,16.3,58,8.3,51
0,2025-01-23,30.4,17.1,35460.79,32433.65,0.000,0.000,0.0,15.7,21.6,67,4.8,41
0,2025-01-24,31.8,20.8,35573.52,35005.05,0.000,0.000,0.0,26.8,25.2,0,10.0,53
0,2025-01-25,31.7,17.7,35687.91,35049.24,0.000,0.000,0.0,23.3,24.8,17,8.7,53
0,2025-01-26,41.0,28.9,35803.81,22167.69,0.000,0.000,0.0,28.2,34.1,91,10.9,52
0,2025-01-27,39.0,28.0,35921.32,35142.97,0.000,0.000,0.0,28.2,32.5,30,9.8,51
0,2025-01-28,40.9,30.2,36041.67,32138.67,0.000,0.000,0.0,44.7,35.8,44,14.8,49
0,2025-01-29,49.2,30.7,36164.89,31645.42,0.000,0.000,0.0,51.5,40.5,40,14.8,52
0,2025-01-30,40.8,23.7,36290.79,35299.94,0.000,0.000,0.0,40.5,31.6,25,13.1,47
0,2025-01-31,46.8,33.9,36419.20,0.00,0.193,0.000,13.0,23.5,40.6,100,8.8,85
0,2025-02-01,48.4,26.7,36549.95,21916.00,0.421,0.000,9.0,42.1,39.6,76,14.9,77
0,2025-02-02,35.8,20.5,36682.84,294.00,0.000,0.000,0.0,29.3,26.5,71,10.4,59
0,2025-02-03,45.0,31.1,36817.71,34821.71,0.016,0.744,4.0,21.0,37.0,80,6.6,82
0,2025-02-04,44.4,35.2,36954.41,35601.40,0.079,0.000,2.0,38.9,41.8,52,13.4,72
0,2025-02-05,35.4,26.7,37092.75,28800.00,0.000,0.000,0.0,25.7,31.1,78,8.1,54
0,2025-02-06,40.7,31.6,37232.59,578.03,0.169,1.102,13.0,30.9,35.9,94,9.1,82
0,2025-02-07,42.5,31.0,37373.76,34194.12,0.000,0.000,0.0,39.8,38.1,72,13.7,70
0,2025-02-08,33.7,26.3,37516.10,20876.39,0.000,0.000,0.0,21.3,30.3,73,6.5,54
0,2025-02-09,37.0,32.4,37659.47,30824.96,0.374,1.736,8.0,33.1,35.2,73,10.7,79
0,2025-02-10,36.4,28.9,37803.72,36002.73,0.000,0.000,0.0,25.5,33.4,62,8.0,66
0,2025-02-11,36.2,26.4,37948.69,5740.76,0.000,0.055,2.0,17.0,30.8,83,4.6,67
0,2025-02-12,36.4,31.2,38094.25,0.00,0.008,1.764,13.0,30.4,33.4,100,10.7,89
0,2025-02-13,48.7,35.9,38240.25,10299.61,0.276,0.028,14.0,37.4,41.8,98,14.3,91
0,2025-02-14,41.7,29.1,38386.55,35765.15,0.000,0.000,0.0,39.4,33.4,19,14.9,55
0,2025-02-15,36.9,28.5,38533.03,9253.85,0.016,0.524,5.0,24.6,31.7,100,7.3,66
0,2025-02-16,51.8,34.7,38679.78,0.00,1.705,0.055,24.0,40.3,41.9,100,7.9,98
0,2025-02-17,46.2,26.5,38828.11,37315.38,0.004,0.000,1.0,59.3,32.9,19,25.1,53
0,2025-02-18,31.3,19.6,38978.11,37589.72,0.000,0.000,0.0,45.2,24.6,26,17.9,41
0,2025-02-19,30.7,18.0,39129.63,37235.69,0.000,0.000,0.0,30.0,23.5,53,12.3,46
0,2025-02-20,29.1,20.0,39282.54,22688.82,0.000,0.138,5.0,35.3,24.8,60,10.2,61
0,2025-02-21,32.9,22.2,39436.69,37781.43,0.000,0.165,4.0,40.9,26.1,36,18.1,54
0,2025-02-22,39.7,21.6,39591.94,36000.00,0.000,0.000,0.0,29.8,28.6,22,10.2,54
0,2025-02-23,45.1,29.5,39748.16,35798.64,0.000,0.000,0.0,21.0,35.7,54,9.0,55
0,2025-02-24,45.4,33.1,39905.23,36000.00,0.000,0.000,0.0,30.2,38.7,69,7.2,69
0,2025-02-25,52.8,40.7,40063.00,31705.94,0.000,0.000,0.0,25.9,45.6,87,8.8,66
0,2025-02-26,55.1,37.3,40221.35,36000.00,0.000,0.000,0.0,30.9,45.8,23,10.0,67
0,2025-02-27,55.8,41.8,40380.15,968.52,0.177,0.000,9.0,26.8,48.0,99,8.3,79
